.,query_string,normalized_string,freq
923,theory of medieval philology,theory of medieval philology,1
924,theory of medium agent,theory of medium agent,1
925,theory of memory ,theory of memory ,1
926,theory of memory imagination,theory of memory imagination,1
927,theory of metaphor .,theory of metaphor,1
928,theory of metaphor according,theory of metaphor according,1
929,theory of metaphor black's,theory of metaphor black's,1
930,theory of metaphor know,theory of metaphor know,1
931,theory of metaphor narrative,theory of metaphor narrative,1
932,theory of metaphor presented,theory of metaphor presented,1
933,theory of metaphor theory,theory of metaphor,1
934,theory of metaphors ,theory of metaphors ,1
935,theory of meter ,theory of meter ,1
936,theory of meter use,theory of meter use,1
937,theory of mind novel,theory of mind novel,1
938,theory of minimal syntax,theory of minimal syntax,1
939,theory of minimization of,theory of minimization,1
940,theory of mirth .,theory of mirth,1
941,theory of modeling cai,theory of modeling cai,1
942,theory of modeling possible,theory of modeling possible,1
943,theory of models :,theory of models,1
944,theory of models digital,theory of models digital,1
945,theory of models icons,theory of models icons,1
946,theory of models respect,theory of models respect,1
947,theory of moderation :,theory of moderation,1
948,"theory of modern \""",theory of modern,1
949,theory of modernist conjectures,theory of modernist conjectures,1
950,theory of modes (,theory of modes,1
951,theory of modes of,theory of modes,1
952,theory of molecular evolution,theory of molecular evolution,1
953,theory of montage ,theory of montage ,1
954,theory of montage-as-collision ,theory of montage-as-collision ,1
955,theory of moral sentiments,theory of moral sentiments,1
956,theory of morphology ,theory of morphology ,1
957,theory of motivation ,theory of motivation ,1
958,theory of multimodal literacy,theory of multimodal literacy,1
959,theory of multimodal structure,theory of multimodal structure,1
960,theory of multimodality of,theory of multimodality,1
961,theory of multistage decision,theory of multistage decision,1
962,theory of music :,theory of music,1
963,theory of music .,theory of music,1
964,theory of music director,theory of music director,1
965,theory of music provides,theory of music provides,1
966,theory of music time,theory of music time,1
967,theory of music visualization,theory of music visualization,1
968,theory of mystical development,theory of mystical development,1
969,theory of mystical states,theory of mystical states,1
970,theory of mysticism ,theory of mysticism ,1
971,theory of NA NA,theory of .,1
972,theory of narrative ,theory of narrative ,1
973,theory of narrative categorisation,theory of narrative categorisation,1
974,theory of narrative focalization,theory of narrative focalization,1
975,theory of narrative influential,theory of narrative influential,1
976,theory of narrative must,theory of narrative must,1
977,theory of narrative put,theory of narrative put,1
978,theory of narrative seems,theory of narrative seems,1
979,theory of narrative structures,theory of narrative structure,1
980,theory of nation today,theory of nation today,1
981,theory of natural numbers,theory of natural numbers,1
982,theory of nature meanings,theory of nature meanings,1
983,theory of new foundation,theory of new foundation,1
984,theory of no-growth ,theory of no-growth ,1
985,theory of nomad war,theory of nomad war,1
986,theory of nostalgia .,theory of nostalgia,1
987,theory of novel .,theory of novel,1
988,"theory of novel \""",theory of novel,1
989,theory of novel (,theory of novel,1
990,theory of novel provide,theory of novel provide,1
991,theory of number of,theory of number,1
992,theory of numbers ,theory of numbers ,1
993,theory of numbers computability,theory of numbers computability,1
994,theory of omissions can,theory of omissions can,1
995,theory of one text,theory of one text,1
996,theory of optics .,theory of optics,1
997,theory of optics hold,theory of optics hold,1
998,theory of optics holds,theory of optics holds,1
999,theory of optics radiation,theory of optics radiation,1
1000,theory of oral grammar,theory of oral grammar,1
1001,theory of ordering .,theory of ordering,1
1002,theory of ordering given,theory of ordering given,1
1003,theory of ordering narrow,theory of ordering narrow,1
1004,theory of origin holds,theory of origin holds,1
1005,theory of origin of,theory of origin,1
1006,theory of owens two,theory of owens two,1
1007,theory of parthood ,theory of parthood ,1
1008,theory of particular language,theory of particular language,1
1009,theory of particularly ',theory of particularly,1
1010,theory of passion yves,theory of passion yves,1
1011,theory of passions often,theory of passions often,1
1012,theory of pauline authorship,theory of pauline authorship,1
1013,theory of perceive know,theory of perceive know,1
1014,theory of perception ,theory of perception ,1
1015,theory of perception hansen,theory of perception hansen,1
1016,theory of perception identifies,theory of perception identifies,1
1017,theory of performalme ,theory of performance,1
1018,theory of performance ,theory of performance ,1
1019,theory of performance serves,theory of performance serves,1
1020,theory of performance special,theory of performance special,1
1021,theory of performative materiality,theory of performative materiality,1
1022,theory of phonetic development,theory of phonetic development,1
1023,theory of phonology dictates,theory of phonology dictates,1
1024,theory of photography sees,theory of photography sees,1
1025,theory of phrase structure,theory of phrase structure,1
1026,theory of pictures principal,theory of pictures principal,1
1027,theory of plot structure,theory of plot structure,1
1028,theory of poetic devices,theory of poetic devices,1
1029,theory of poetic expression,theory of poetic expression,1
1030,theory of poetic frenzy,theory of poetic frenzy,1
