.,query_string,normalized_string,freq,total_freq
768,theory of grammar man-machine,theory of grammar man-machine,1,1
769,theory of grammar outlined,theory of grammar outlined,1,2
770,theory of grammar teaching,theory of grammar teaching,1,2
771,theory of grammars ;,theory of grammars,1,2
772,theory of graphemics developed,theory of graphemics developed,1,1
773,theory of graphic design,theory of graphic design,1,2
774,theory of graphs applications,theory of graphs applications,1,2
775,theory of graphs linguistics,theory of graphs linguistics,1,2
776,theory of graphs mar,theory of graphs mar,1,2
777,theory of group cognition,theory of group cognition,1,2
778,theory of han4-zi4 study,theory of han4-zi4 study,1,2
779,theory of han4-zi4 writing,theory of han4-zi4 writing,1,1
780,theory of hardware software,theory of hardware software,1,2
781,theory of harmonious proportion,theory of harmonious proportion,1,1
782,theory of historical documents,theory of historical documents,1,1
783,theory of historicity,theory of historicity,1,3
784,theory of history broadly,theory of history broadly,1,1
785,theory of history expressed,theory of history expressed,1,2
786,theory of human capacities,theory of human capacities,1,2
787,theory of human image,theory of human image,1,1
788,theory of human literary,theory of human literary,1,1
789,theory of human memory,theory of human memory,1,2
790,theory of human psyche,theory of human psyche,1,2
791,theory of humans process,theory of humans process,1,1
792,theory of humoral pathology,theory of humoral pathology,1,2
793,theory of humour (,theory of humour,1,2
794,theory of hybrid library,theory of hybrid library,1,2
795,theory of hydraulics constructing,theory of hydraulics constructing,1,1
796,theory of hyper-circulation can,theory of hyper-circulation can,1,1
797,theory of hypermedia must,theory of hypermedia must,1,1
798,theory of hypermedia take,theory of hypermedia take,1,2
799,theory of hypertextual reading,theory of hypertextual reading,1,1
800,theory of ideal authorship,theory of ideal authorship,1,1
801,theory of idiolect,theory of idiolect,1,3
802,theory of idiolectal co-selection,theory of idiolectal co-selection,1,2
803,theory of images lies,theory of images lies,1,1
804,theory of importance of,theory of importance,1,2
805,theory of impossibility of,theory of impossibility,1,2
806,theory of inclusive fitness,theory of inclusive fitness,1,1
807,theory of indexing,theory of indexing,1,5
808,theory of indexing .,theory of indexing,1,5
809,theory of indices,theory of indices,1,3
810,theory of indirect speech,theory of indirect speech,1,1
811,theory of induction .,theory of induction,1,3
812,theory of inductive learning,theory of inductive learning,1,1
813,theory of inference memory,theory of inference memory,1,2
814,theory of infinite semiosis,theory of infinite semiosis,1,2
815,theory of infinite text,theory of infinite text,1,1
816,theory of influence bears,theory of influence bears,1,1
817,"theory of information \""",theory of information,1,8
818,theory of information (,theory of information,1,8
819,theory of information found,theory of information found,1,1
820,theory of information pickup,theory of information pickup,1,1
821,theory of information systems,theory of information systems,1,2
822,theory of innovation action,theory of innovation action,1,2
823,theory of instruction,theory of instruction,1,4
824,theory of instruction influenced,theory of instruction influenced,1,2
825,theory of integrative levels,theory of integrative levels,1,2
826,theory of intelligence ',theory of intelligence,1,3
827,theory of interdisciplinarity (,theory of interdisciplinarity,1,3
828,theory of interface applies,theory of interface applies,1,1
829,theory of interpretation .,theory of interpretation,1,5
830,theory of interpretation context,theory of interpretation context,1,2
831,theory of interpretation of,theory of interpretation,1,5
832,theory of invariants terms,theory of invariants terms,1,2
833,theory of j.j .,theory of j.j,1,2
834,theory of javanese gamelan,theory of javanese gamelan,1,1
835,theory of jean piaget,theory of jean piaget,1,2
836,theory of justification (,theory of justification,1,4
837,theory of justification order,theory of justification order,1,1
838,theory of justification three,theory of justification three,1,1
839,theory of karlsson (,theory of karlsson,1,3
840,theory of katz fodor,theory of katz fodor,1,2
841,theory of knowledge,theory of knowledge,1,10
842,theory of knowledge representation,theory of knowledge representation,1,1
843,theory of koskenniemi (,theory of koskenniemi,1,2
844,theory of kr .,theory of kr,1,2
845,theory of lacan 150,theory of lacan 150,1,1
846,theory of language ;,theory of language,1,64
847,theory of language (,theory of language,1,64
848,theory of language able,theory of language able,1,2
849,theory of language acquisition,theory of language acquisition,1,1
850,theory of language acts,theory of language acts,1,1
851,theory of language argues,theory of language argues,1,1
852,theory of language choice,theory of language choice,1,1
853,theory of language generation,theory of language generation,1,1
854,theory of language history,theory of language history,1,2
855,theory of language means,theory of language means,1,2
856,theory of language must,theory of language must,1,1
857,theory of language processing,theory of language processing,1,1
858,theory of language production,theory of language production,1,1
859,theory of language structure,theory of language structure,1,2
860,theory of language translation,theory of language translation,1,2
861,theory of language variation,theory of language variation,1,2
862,theory of languages can,theory of languages can,1,1
863,theory of langue et,theory of langue et,1,1
864,theory of learnable ',theory of learnable,1,3
865,theory of learning,theory of learning,1,11
866,theory of learning .,theory of learning,1,11
867,theory of learning advanced,theory of learning advanced,1,1
868,theory of learning NA,theory of learning,1,11
869,theory of legal information,theory of legal information,1,1
870,theory of levels of,theory of levels,1,3
871,theory of lexical conceptual,theory of lexical conceptual,1,1
872,theory of lexical diffusion,theory of lexical diffusion,1,2
873,theory of lexical functions,theory of lexical functions,1,1
874,theory of lexical knowledge,theory of lexical knowledge,1,2
875,theory of lexical statistics,theory of lexical statistics,1,1
876,theory of lexicography ',theory of lexicography,1,10
877,theory of lexicography proposed,theory of lexicography proposed,1,1
878,theory of lexis opens,theory of lexis opens,1,1
879,theory of light optics,theory of light optics,1,1
880,theory of linguistic deso'iption,theory of linguistic deso'iption,1,2
881,theory of linguistics .,theory of linguistics,1,3
882,theory of linguistics different,theory of linguistics different,1,2
883,theory of link given,theory of link given,1,1
884,theory of literary .,theory of ' literary,1,14
885,theory of literary allusion,theory of literary allusion,1,2
886,theory of literary art,theory of literary art,1,1
887,theory of literary experience,theory of literary experience,1,2
888,theory of literary meaning,theory of literary meaning,1,2
889,theory of literary text,theory of literary text,1,1
890,theory of literary work,theory of literary work,1,2
891,theory of literature :,theory of literature,1,39
