query_string,category,levsim,pageid,timestamp,snippet,wordcount
theory of games,WikiProject Game theory participants,0.25,19079865,2021-08-01T19:06:59Z,"on game <span class=""searchmatch"">theory</span> involving the RPS, enjoy studying <span class=""searchmatch"">games</span> <span class=""searchmatch"">of</span> life in nature. I am interested in reviewing contributions <span class=""searchmatch"">of</span> others in game <span class=""searchmatch"">theory</span>. Halcyonhazard",1415
theories of literary,Literary theory,0.25,3101549,2021-07-01T22:43:52Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Literary</span> <span class=""searchmatch"">theory</span>.",0
theory of information,WikiProject Game theory participants,0.25,19079865,2021-08-01T19:06:59Z,"France. Interested in Game <span class=""searchmatch"">Theory</span> and <span class=""searchmatch"">Information</span> <span class=""searchmatch"">Theory</span> User:joshbumpers Strong supporter <span class=""searchmatch"">of</span> THE WIKI and avid reader <span class=""searchmatch"">of</span> substance. User:Franknarf11",1415
theory of perception,Lists of colors,0.25,44409892,2021-06-21T01:24:25Z,"coloration Animal coloration Color <span class=""searchmatch"">of</span> chemicals Water On Vision and Colours Metamerism Spectral power distribution Color <span class=""searchmatch"">perception</span> Color vision Color blindness",0
theories of editing,Wikipedia editing guidelines,0.25,11649228,2018-06-05T01:25:37Z,"Reliable sources (medicine) Do not include copies <span class=""searchmatch"">of</span> lengthy primary sources Plagiarism Don't create hoaxes Fringe <span class=""searchmatch"">theories</span> Patent nonsense External links",0
theories of music,American music theorists,0.25,6031559,2013-03-25T16:27:15Z,"centre <span class=""searchmatch"">of</span> study, to the present day. <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> <span class=""searchmatch"">music</span>.",48
theory of history,Alternate history role-playing games,0.25,67185326,2021-03-23T15:23:02Z,"Role-playing games (including live-action) in the alternate <span class=""searchmatch"">history</span> genre, including &quot;secret <span class=""searchmatch"">history</span>&quot; and conspiracy <span class=""searchmatch"">theory</span>.",17
theory of poetic,Poetic form,0.25,696979,2020-05-06T19:23:43Z,Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z,29
theory of poetic,Rhythm and meter,0.25,40348248,2019-09-22T14:05:14Z,NA,0
theory of statistics,Applied mathematics,0.25,966983,2020-05-11T18:04:38Z,"mathematical biology and bioinformatics, information <span class=""searchmatch"">theory</span>, game <span class=""searchmatch"">theory</span>, probability and <span class=""searchmatch"">statistics</span>, financial mathematics, actuarial science, cryptography",107
theory of statistics,Mathematics stubs,0.25,1676945,2020-12-27T09:26:07Z,"{{mathematician-stub}} Number stubs: {{num-stub}} Number <span class=""searchmatch"">theory</span> stubs: {{numtheory-stub}} <span class=""searchmatch"">Statistics</span> stubs: {{<span class=""searchmatch"">statistics</span>-stub}} Econometrics stubs: {{econometrics-stub}}",192
theory of statistics,Logic stubs,0.25,12198154,2021-01-01T11:04:00Z,"Discussion Assessment Philosophy Assessment Logic Index Logic Log Logic <span class=""searchmatch"">Statistics</span> Mathematics Wikipedia 1.0 Mathematical logic Index Logic task force resources",214
theory of writing,WikiProject Game theory participants,0.25,19079865,2021-08-01T19:06:59Z,"Resources from Wikiversity This category comprises the user pages <span class=""searchmatch"">of</span> WikiProject Game <span class=""searchmatch"">theory</span> participants. The following userbox templates will add your user",1415
theories of intelligence,Hereditarianism,0.25,3663651,2020-08-29T20:10:57Z,"doctrine or school <span class=""searchmatch"">of</span> thought that heredity plays a significant role in determining human nature and character traits, such as <span class=""searchmatch"">intelligence</span> and personality",67
theories of intelligence,Philosophy of mind,0.25,772259,2021-04-05T10:58:40Z,"Physicalism identity <span class=""searchmatch"">theory</span> Property dualism Representational Solipsism Substance dualism Concepts Abstract object Artificial <span class=""searchmatch"">intelligence</span> Chinese room Cognition",29
theories of late,Divisionist painters,0.25,39368365,2017-06-10T10:17:49Z,"painting defined by the separation of colors into individual dots or patches which interacted optically. It is allied to Seurat's <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> Pointillism.",37
theories of structure,"Military science, technology, and theory articles needing attention to structure",0.25,25703534,2016-06-21T14:03:02Z,"the Military science, technology, and <span class=""searchmatch"">theory</span> task force which have been marked as needing attention to <span class=""searchmatch"">structure</span> (B-Class criterion #3). Articles are automatically",253
theory of conceptual,Theories,0.25,1963117,2020-07-26T11:44:39Z,"A <span class=""searchmatch"">theory</span> provides an explanatory framework for some observation, and from the assumptions <span class=""searchmatch"">of</span> the explanation follows a number <span class=""searchmatch"">of</span> possible hypotheses that",36
theory of conceptual,Theorems,0.25,693699,2020-09-17T12:03:49Z,"name. Please also observe that a theorem is distinct from a <span class=""searchmatch"">theory</span>. A lemma is <span class=""searchmatch"">conceptually</span> the same as a theorem. However a theorem is called a lemma",89
theory of representation,Representation theory,0.25,888073,2021-02-08T12:17:34Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Representation</span> <span class=""searchmatch"">theory</span>.",29
theory of syntax,Proof theory,0.25,693693,2020-04-25T19:13:27Z,"Mathematics portal Philosophy portal In mathematics, Proof <span class=""searchmatch"">theory</span> is the study <span class=""searchmatch"">of</span> formalized arguments.",14
theory of knowledge .,Research and Knowledge Publication academic journals,0.25,58737189,2020-10-05T00:00:20Z,"This is a category which contains journals published by Research and <span class=""searchmatch"">Knowledge</span> Publication (RKP). RKP was listed on Beall's list before the list was taken",144
theory of generalized,Elected Members of the International Statistical Institute,0.241379310344828,27365533,2020-04-22T19:56:13Z,"geometric harmonic cubic <span class=""searchmatch"">generalized</span>/power Median Mode Dispersion Variance Standard deviation Average absolute deviation Coefficient <span class=""searchmatch"">of</span> variation Percentile",29
theories of late,Proto-evolutionary biologists,0.241379310344828,1131599,2018-06-17T23:32:58Z,"synthesised. Most <span class=""searchmatch"">of</span> them came from Europe, mostly France and Britain. They range in date from the <span class=""searchmatch"">late</span> 17th century to the first part <span class=""searchmatch"">of</span> the 19th century",62
theory of diffusion,Ancient astronauts in fiction,0.241379310344828,28149457,2019-04-06T21:31:17Z,"Works <span class=""searchmatch"">of</span> fiction using the ancient astronaut <span class=""searchmatch"">theory</span>.",8
theories of communication,Philosophy of language,0.24,744038,2020-04-25T17:59:38Z,"truth, thought and experience (to the extent that both are linguistic), <span class=""searchmatch"">communication</span>, interpretation, and translation. Top 0–9 A B C D E F G H I J K L M",73
theories of communication,Radio electronics,0.24,1474255,2021-09-03T22:26:26Z,"math, or <span class=""searchmatch"">theories</span> used to engineer receiver- and transmitter-related devices and circuits. For articles related to systems or entire pieces <span class=""searchmatch"">of</span> equipment",160
theories of sound,Game Theory (band) albums,0.24,43014032,2019-09-23T22:17:17Z,"Game <span class=""searchmatch"">Theory</span> discography",3
theory of computer,Quantum complexity theory,0.24,24092201,2013-04-08T07:17:46Z,"Computational complexity <span class=""searchmatch"">theory</span> with quantum <span class=""searchmatch"">computers</span>.",6
theories of narrative,Creationism,0.238095238095238,919511,2021-11-15T06:56:07Z,"specific acts <span class=""searchmatch"">of</span> divine creation.&quot; For young Earth creationists, this includes a biblical literalist interpretation <span class=""searchmatch"">of</span> the Genesis creation <span class=""searchmatch"">narrative</span> and the",190
theories of narrative,Creationists,0.238095238095238,1529210,2021-10-03T13:50:27Z,"specific acts <span class=""searchmatch"">of</span> divine creation. For young Earth creationists, this includes a biblical literalist interpretation <span class=""searchmatch"">of</span> the Genesis creation <span class=""searchmatch"">narrative</span> and the",190
theories of narrative,Poetic form,0.238095238095238,696979,2020-05-06T19:23:43Z,Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z,29
theory of tonal,Twelve-tone technique,0.238095238095238,1169863,2021-11-20T21:27:33Z,NA,0
theory of models,Models of computation,0.238095238095238,31036668,2020-07-27T20:12:23Z,"The category <span class=""searchmatch"">of</span> Computational <span class=""searchmatch"">Models</span> lists abstract <span class=""searchmatch"">models</span> for investigating computing machines. Standard computational <span class=""searchmatch"">models</span> assume discrete time paradigm",48
"theory of evolution ,",Creationism,0.238095238095238,919511,2021-11-15T06:56:07Z,"the Genesis creation narrative and the rejection <span class=""searchmatch"">of</span> the scientific <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">evolution</span>. As the history <span class=""searchmatch"">of</span> evolutionary thought developed from the 18th century",190
