,ns,title,pageid,size,wordcount,snippet,timestamp,query_string
5,14.0,Category:Anarchism,780754.0,1377.0,88.0,"movement that is sceptical <span class=""searchmatch"">of</span> authority and rejects all involuntary, coercive forms <span class=""searchmatch"">of</span> hierarchy. Anarchism calls for the abolition <span class=""searchmatch"">of</span> the state, which it holds",2021-01-16T08:30:08Z,theories of character
6,14.0,Category:Game theory user templates,55037003.0,132.0,0.0," &lt;noinclude&gt;[[Category:Game theory user templates]]&lt;/noinclude&gt; to the end <span class=""searchmatch"">of</span> the template code, making sure it starts on the same line as the code's last <span class=""searchmatch"">character</span>.",2021-08-23T18:57:04Z,theories of character
7,14.0,Category:Game theory templates,55027037.0,56.0,0.0," &lt;noinclude&gt;[[Category:Game theory templates]]&lt;/noinclude&gt; to the end <span class=""searchmatch"">of</span> the template code, making sure it starts on the same line as the code's last <span class=""searchmatch"">character</span>.",2017-08-26T17:44:36Z,theories of character
8,14.0,Category:Music theory templates,31194589.0,139.0,0.0," &lt;noinclude&gt;[[Category:Music theory templates]]&lt;/noinclude&gt; to the end <span class=""searchmatch"">of</span> the template code, making sure it starts on the same line as the code's last <span class=""searchmatch"">character</span>.",2020-08-28T09:14:50Z,theories of character
9,14.0,Category:WikiProject Game theory templates,55037257.0,103.0,0.0,"Game theory templates]]&lt;/noinclude&gt; to the end <span class=""searchmatch"">of</span> the template code, making sure it starts on the same line as the code's last <span class=""searchmatch"">character</span>.",2017-08-26T16:20:23Z,theories of character
0,14.0,Category:Attachment theory,11484129.0,242.0,10.0,"This category is a list <span class=""searchmatch"">of</span> subjects in attachment <span class=""searchmatch"">theory</span>:",2021-11-27T13:06:16Z,theories of child
1,14.0,Category:Wikipedia conduct policies,34801966.0,611.0,41.0,"summaries <span class=""searchmatch"">of</span> pages in this category are available at Wikipedia:List <span class=""searchmatch"">of</span> policies § Conduct. Related guidelines are described at Wikipedia:List <span class=""searchmatch"">of</span> guidelines",2021-09-28T02:27:13Z,theories of child
2,14.0,Category:Wikipedia guidelines,1616602.0,565.0,46.0,"Description: This category contains guidelines. Guidelines are sets <span class=""searchmatch"">of</span> best practices that are supported by consensus and should generally be followed",2021-06-29T21:57:09Z,theories of child
3,14.0,Category:Wikipedia behavioral guidelines,11649119.0,464.0,23.0,"summaries <span class=""searchmatch"">of</span> pages in this category are available at Wikipedia:List <span class=""searchmatch"">of</span> guidelines § Behavioral. Related policies are described at Wikipedia:List <span class=""searchmatch"">of</span> policies",2021-04-06T18:49:58Z,theories of child
4,14.0,Category:Wikipedia content policies,34801957.0,597.0,44.0,"This is a list <span class=""searchmatch"">of</span> the content policies on the English Wikipedia. See also WP:List <span class=""searchmatch"">of</span> policies and Category:Wikipedia content guidelines. To view recent",2021-10-28T12:41:59Z,theories of child
5,14.0,Category:Wikipedia content guidelines,11648392.0,668.0,45.0,"Reliable sources (medicine) Do not include copies <span class=""searchmatch"">of</span> lengthy primary sources Plagiarism Don't create hoaxes Fringe <span class=""searchmatch"">theories</span> Patent nonsense External links",2021-10-03T18:28:46Z,theories of child
6,14.0,Category:Wikipedia editing guidelines,11649228.0,266.0,0.0,"Reliable sources (medicine) Do not include copies <span class=""searchmatch"">of</span> lengthy primary sources Plagiarism Don't create hoaxes Fringe <span class=""searchmatch"">theories</span> Patent nonsense External links",2018-06-05T01:25:37Z,theories of child
7,14.0,Category:Wikipedia project content guidelines,27130875.0,706.0,37.0,"Reliable sources (medicine) Do not include copies <span class=""searchmatch"">of</span> lengthy primary sources Plagiarism Don't create hoaxes Fringe <span class=""searchmatch"">theories</span> Patent nonsense External links",2019-03-30T21:43:21Z,theories of child
8,14.0,Category:Wikipedia policies,34801977.0,665.0,52.0,"should normally follow. They are often closely related to the five pillars <span class=""searchmatch"">of</span> Wikipedia. See Category:Wikipedia guidelines for official guidelines, Category:Wikipedia",2021-11-04T04:29:00Z,theories of child
9,14.0,Category:Wikipedia policies and guidelines,937176.0,295.0,7.0,"Reliable sources (medicine) Do not include copies <span class=""searchmatch"">of</span> lengthy primary sources Plagiarism Don't create hoaxes Fringe <span class=""searchmatch"">theories</span> Patent nonsense External links",2020-07-03T21:11:44Z,theories of child
0,14.0,Category:Heresy in the Catholic Church,61521347.0,376.0,32.0,"Catholic <span class=""searchmatch"">Church</span>. Heresy is any belief or <span class=""searchmatch"">theory</span> that is strongly at variance with established beliefs or customs, in particular the accepted beliefs <span class=""searchmatch"">of</span> a church",2019-08-16T12:05:09Z,theories of church
1,14.0,Category:Illuminati,40216479.0,1633.0,187.0,"Bavarian secret society, and the many representations <span class=""searchmatch"">of</span> the order in popular culture and conspiracy <span class=""searchmatch"">theories</span>. The Illuminati (1776-1785) was an Enlightenment-era",2021-03-18T18:53:39Z,theories of church
2,14.0,Category:Anti-Catholicism,1740299.0,710.0,41.0,"against the Catholic <span class=""searchmatch"">Church</span>, its bishops and clergy, and its adherents. The term may also apply to the religious persecution <span class=""searchmatch"">of</span> Catholics or to a religious",2021-03-20T21:36:07Z,theories of church
3,14.0,Category:Analytic philosophy,815949.0,637.0,46.0,"Analytic philosophy is a generic term for a style <span class=""searchmatch"">of</span> philosophy that came to dominate English-speaking countries in the 20th century. In the United Kingdom",2019-04-26T05:26:13Z,theories of church
4,14.0,"Category:Religious faiths, traditions, and movements",1188185.0,391.0,13.0,"<span class=""searchmatch"">of</span> <span class=""searchmatch"">church</span> and state Unaffiliated Overviews and lists Index Outline Timeline Abrahamic prophets Deification Deities Founders Mass gatherings Names <span class=""searchmatch"">of</span> God",2019-07-20T02:28:24Z,theories of church
5,14.0,Category:Analytic philosophers,695750.0,640.0,86.0,"philosophy (sometimes analytical philosophy) is a generic term for a style <span class=""searchmatch"">of</span> philosophy that came to dominate English-speaking countries in the 20th century",2020-12-17T20:40:41Z,theories of church
0,14.0,Category:Aristotle,1672509.0,559.0,21.0,"Aristotle is one <span class=""searchmatch"">of</span> <span class=""searchmatch"">classical</span> antiquity's most influential thinkers. Articles about his writings, <span class=""searchmatch"">theories</span>, legacy, and biography fall under this category",2019-04-17T10:10:29Z,theories of classical
1,14.0,Category:Quantum information theory,1159516.0,424.0,29.0,"information <span class=""searchmatch"">theory</span> is a generalization <span class=""searchmatch"">of</span> <span class=""searchmatch"">classical</span> information <span class=""searchmatch"">theory</span> to use quantum-mechanical particles and interference. It is used in the study <span class=""searchmatch"">of</span> quantum",2013-03-29T05:31:28Z,theories of classical
2,14.0,Category:Scattering theory,2682924.0,333.0,37.0,"Scattering <span class=""searchmatch"">theory</span> is the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> scattering events which can occur as well in quantum mechanics, <span class=""searchmatch"">classical</span> electrodynamics or acoustics. The associated",2020-08-29T19:40:04Z,theories of classical
3,14.0,Category:Spectral theory,1213177.0,499.0,45.0,"eigenvalues associated with the system. The <span class=""searchmatch"">classical</span> examples <span class=""searchmatch"">of</span> spectra are the vibration modes <span class=""searchmatch"">of</span> a violin string or the spectrum <span class=""searchmatch"">of</span> a hydrogen atom.",2020-12-21T22:08:20Z,theories of classical
4,14.0,Category:Geometric transversal theory,29450412.0,2012.0,156.0,"intersections <span class=""searchmatch"">of</span> classes <span class=""searchmatch"">of</span> sets. <span class=""searchmatch"">Classical</span> geometrical transversal <span class=""searchmatch"">theory</span> studies the class <span class=""searchmatch"">of</span> convex sets. Contemporary geometric transversal <span class=""searchmatch"">theory</span> considers",2021-09-03T02:13:38Z,theories of classical
5,14.0,Category:General relativity,782202.0,403.0,41.0,"General relativity is the best known relativistic <span class=""searchmatch"">classical</span> field <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> gravitation. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-04-22T19:01:16Z,theories of classical
6,14.0,Category:Quantum mechanics,697231.0,492.0,79.0,"description of all physical systems. Quantum mechanical departures from <span class=""searchmatch"">classical</span> physics are most often encountered at small length scales, very low or",2020-12-14T21:09:12Z,theories of classical
7,14.0,Category:Foundational quantum physics,1884592.0,981.0,118.0,"The category <span class=""searchmatch"">of</span> foundational quantum physics encompasses the set <span class=""searchmatch"">of</span> physical phenomena, experiments and <span class=""searchmatch"">theories</span> from the late 19th and early 20th century",2013-03-14T04:42:18Z,theories of classical
8,14.0,Category:Philosophy of thermal and statistical physics,3093070.0,711.0,82.0,"philosophy <span class=""searchmatch"">of</span> thermal and statistical physics is one <span class=""searchmatch"">of</span> the major subdisciplines <span class=""searchmatch"">of</span> the philosophy <span class=""searchmatch"">of</span> physics. Its subject matter is <span class=""searchmatch"">classical</span> thermodynamics",2013-05-17T15:44:02Z,theories of classical
9,14.0,Category:Anomalies (physics),14439192.0,359.0,35.0,"quantum mechanics, and quantum field <span class=""searchmatch"">theory</span>, an anomaly is a breaking <span class=""searchmatch"">of</span> a symmetry which exists at the <span class=""searchmatch"">classical</span> level. Anomalous global symmetries are",2021-11-15T06:53:58Z,theories of classical
0,14.0,Category:Prospect theory,35586938.0,347.0,7.0,"<span class=""searchmatch"">Classification</span>: Social psychology: Behavioral economics: Prospect <span class=""searchmatch"">theory</span>",2018-04-02T21:23:16Z,theories of classification
1,14.0,Category:Law and economics,706540.0,1109.0,66.0,"the enforcement <span class=""searchmatch"">of</span> rights the highest priority. Individuals included under this category are noted for their <span class=""searchmatch"">theories</span> or application <span class=""searchmatch"">of</span> a law and economics",2019-09-06T19:30:34Z,theories of classification
2,14.0,Category:Alternative diagnoses,20074667.0,625.0,58.0,"such as the Diagnostic and Statistical Manual <span class=""searchmatch"">of</span> Mental Disorders, International Statistical <span class=""searchmatch"">Classification</span> <span class=""searchmatch"">of</span> Diseases and Related Health Problems, or other",2020-11-20T14:26:55Z,theories of classification
3,14.0,Category:Swiss music theorists,6012925.0,405.0,49.0,"centre of study, to the present day. Music <span class=""searchmatch"">theory</span> is usually considered to be a sub-<span class=""searchmatch"">classification</span> <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> music.",2017-06-04T04:16:52Z,theories of classification
