category,item.x,itemLabel,item.y,q_id,date of birth,description,sex_gender,country_citizenship
Category:Critical theorists,http://www.wikidata.org/entity/Q16728131,Tom Cohen,http://www.wikidata.org/entity/Q16728131,Q16728131,1953-08-13T00:00:00Z,American media and cultural theorist,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q16728951,Ann Ferguson,http://www.wikidata.org/entity/Q16728951,Q16728951,1938-06-03T00:00:00Z,feminist philosopher,female,United States of America
Category:Feminist theorists,http://www.wikidata.org/entity/Q16728951,Ann Ferguson,http://www.wikidata.org/entity/Q16728951,Q16728951,1938-06-03T00:00:00Z,feminist philosopher,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q17386258,Linda Rampell,http://www.wikidata.org/entity/Q17386258,Q17386258,1971-12-05T00:00:00Z,Swedish design academic,female,Sweden
Category:Critical theorists,http://www.wikidata.org/entity/Q18386613,Susan Best,http://www.wikidata.org/entity/Q18386613,Q18386613,NA,Australian art historian,female,Australia
Category:Critical theorists,http://www.wikidata.org/entity/Q18387068,Chela Sandoval,http://www.wikidata.org/entity/Q18387068,Q18387068,1956-07-31T00:00:00Z,Chicana and post-colonial feminist and theoretician,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q18388053,Dana L. Cloud,http://www.wikidata.org/entity/Q18388053,Q18388053,NA,American academic,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q18688080,Adrian Johnston,http://www.wikidata.org/entity/Q18688080,Q18688080,1974-01-01T00:00:00Z,American philosopher,male,NA
Category:Marxist theorists,http://www.wikidata.org/entity/Q18688080,Adrian Johnston,http://www.wikidata.org/entity/Q18688080,Q18688080,1974-01-01T00:00:00Z,American philosopher,male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q20685134,James Phillips,http://www.wikidata.org/entity/Q20685134,Q20685134,NA,Australian philosopher,male,Australia
Category:Film theorists,http://www.wikidata.org/entity/Q20685134,James Phillips,http://www.wikidata.org/entity/Q20685134,Q20685134,NA,Australian philosopher,male,Australia
Category:Critical theorists,http://www.wikidata.org/entity/Q20875953,Joanne Faulkner,http://www.wikidata.org/entity/Q20875953,Q20875953,1972-04-14T00:00:00Z,"Australian writer, philosopher",female,Australia
Category:Critical theorists,http://www.wikidata.org/entity/Q24006336,Nick Srnicek,http://www.wikidata.org/entity/Q24006336,Q24006336,1982-12-13T00:00:00Z,Canadian writer and academic,male,United Kingdom
Category:Critical theorists,http://www.wikidata.org/entity/Q24196086,Ronald E. Day,http://www.wikidata.org/entity/Q24196086,Q24196086,1959-01-01T00:00:00Z,American librarian,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q28018695,Bonnie Zimmerman,http://www.wikidata.org/entity/Q28018695,Q28018695,1947-01-01T00:00:00Z,American literary critic and women’s studies scholar,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q28940963,George Yancy,http://www.wikidata.org/entity/Q28940963,Q28940963,1961-06-03T00:00:00Z,American philosopher,male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q39070591,Bruce Fink,http://www.wikidata.org/entity/Q39070591,Q39070591,NA,NA,male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q42005080,David Gillborn,http://www.wikidata.org/entity/Q42005080,Q42005080,1962-04-11T00:00:00Z,British educational researcher (born 1962),male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q48687755,Primož Repar,http://www.wikidata.org/entity/Q48687755,Q48687755,1967-06-16T00:00:00Z,Slovene writer,male,Slovenia|Socialist Federal Republic of Yugoslavia
Category:Critical theorists,http://www.wikidata.org/entity/Q53198433,Craig Hanks,http://www.wikidata.org/entity/Q53198433,Q53198433,1961-10-16T00:00:00Z,American philosopher,male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q56064322,Tressie McMillan Cottom,http://www.wikidata.org/entity/Q56064322,Q56064322,NA,"American writer, sociologist, and professor",female,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q56600143,Judith Still,http://www.wikidata.org/entity/Q56600143,Q56600143,1958-01-01T00:00:00Z,professor of French and critical theory,female,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q57585139,Nicholas H. Smith,http://www.wikidata.org/entity/Q57585139,Q57585139,1962-01-01T00:00:00Z,Australian philosopher,male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q59388111,Fabian Freyenhagen,http://www.wikidata.org/entity/Q59388111,Q59388111,1978-09-01T00:00:00Z,British philosopher,male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q73119329,Tiffany Willoughby-Herard,http://www.wikidata.org/entity/Q73119329,Q73119329,1973-01-01T00:00:00Z,American scholar of African American studies,female,NA
Category:Feminist theorists,http://www.wikidata.org/entity/Q73119329,Tiffany Willoughby-Herard,http://www.wikidata.org/entity/Q73119329,Q73119329,1973-01-01T00:00:00Z,American scholar of African American studies,female,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q90723883,Isolde Standish,http://www.wikidata.org/entity/Q90723883,Q90723883,NA,Australian-British scholar of Japanese cinema,female,NA
Category:Film theorists,http://www.wikidata.org/entity/Q90723883,Isolde Standish,http://www.wikidata.org/entity/Q90723883,Q90723883,NA,Australian-British scholar of Japanese cinema,female,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q94273633,Joy James,http://www.wikidata.org/entity/Q94273633,Q94273633,1958-01-01T00:00:00Z,"American political philosopher, academic and author",female,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q104632602,Eva Haifa Giraud,http://www.wikidata.org/entity/Q104632602,Q104632602,NA,NA,female,NA
Category:Feminist theorists,http://www.wikidata.org/entity/Q104632602,Eva Haifa Giraud,http://www.wikidata.org/entity/Q104632602,Q104632602,NA,NA,female,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q104843575,Teresa N. Washington,http://www.wikidata.org/entity/Q104843575,Q104843575,NA,"African American academic, author, activist, and public speaker",female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q106040051,Brian O'Connor,http://www.wikidata.org/entity/Q106040051,Q106040051,NA,Irish social philosopher and professor,male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q107575646,David M. Berry,http://www.wikidata.org/entity/Q107575646,Q107575646,1974-01-01T00:00:00Z,British philosopher,male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q7197,Simone de Beauvoir,http://www.wikidata.org/entity/Q7197,Q7197,1908-01-09T00:00:00Z,"French writer, intellectual, existentialist philosopher, political activist, feminist, and social theorist",female,France
Category:Feminist theorists,http://www.wikidata.org/entity/Q7197,Simone de Beauvoir,http://www.wikidata.org/entity/Q7197,Q7197,1908-01-09T00:00:00Z,"French writer, intellectual, existentialist philosopher, political activist, feminist, and social theorist",female,France
Category:Critical theorists,http://www.wikidata.org/entity/Q9358,Friedrich Nietzsche,http://www.wikidata.org/entity/Q9358,Q9358,1844-10-15T00:00:00Z,"German philosopher, poet, composer, cultural critic, and classical philologist",male,Kingdom of Prussia
Category:Critical theorists,http://www.wikidata.org/entity/Q9364,Jean-Paul Sartre,http://www.wikidata.org/entity/Q9364,Q9364,1905-06-21T00:00:00Z,"French philosopher, playwright and novelist (1905–1980)",male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q28918,Luce Irigaray,http://www.wikidata.org/entity/Q28918,Q28918,1930-05-03T00:00:00Z,"Belgian-born French feminist, philosopher, linguist, psycholinguist, psychoanalyst and cultural theorist",female,Belgium|France
Category:Feminist theorists,http://www.wikidata.org/entity/Q28918,Luce Irigaray,http://www.wikidata.org/entity/Q28918,Q28918,1930-05-03T00:00:00Z,"Belgian-born French feminist, philosopher, linguist, psycholinguist, psychoanalyst and cultural theorist",female,Belgium|France
Category:Critical theorists,http://www.wikidata.org/entity/Q38193,Arthur Schopenhauer,http://www.wikidata.org/entity/Q38193,Q38193,1788-02-22T00:00:00Z,German philosopher (1788–1860),male,Germany
Category:Critical theorists,http://www.wikidata.org/entity/Q44272,Michel Foucault,http://www.wikidata.org/entity/Q44272,Q44272,1926-10-15T00:00:00Z,French philosopher,male,France
Category:Postmodern theory,http://www.wikidata.org/entity/Q44272,Michel Foucault,http://www.wikidata.org/entity/Q44272,Q44272,1926-10-15T00:00:00Z,French philosopher,male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q60735,Axel Honneth,http://www.wikidata.org/entity/Q60735,Q60735,1949-06-18T00:00:00Z,German philosopher,male,Germany
Category:Critical theorists,http://www.wikidata.org/entity/Q61078,Walter Benjamin,http://www.wikidata.org/entity/Q61078,Q61078,1892-07-15T00:00:00Z,"German literary critic, philosopher and social critic (1892-1940)",male,German Empire|German Reich
Category:Marxist theorists,http://www.wikidata.org/entity/Q61078,Walter Benjamin,http://www.wikidata.org/entity/Q61078,Q61078,1892-07-15T00:00:00Z,"German literary critic, philosopher and social critic (1892-1940)",male,German Empire|German Reich
Category:Critical theorists,http://www.wikidata.org/entity/Q61628,Eugen Fink,http://www.wikidata.org/entity/Q61628,Q61628,1905-12-11T00:00:00Z,German philosopher,male,Germany
Category:Critical theorists,http://www.wikidata.org/entity/Q62977,Walter Kaufmann,http://www.wikidata.org/entity/Q62977,Q62977,1921-07-01T00:00:00Z,American philosopher,male,Germany|United States of America
Category:Functionalism (social theory),http://www.wikidata.org/entity/Q114007,Uta Gerhardt,http://www.wikidata.org/entity/Q114007,Q114007,1938-06-11T00:00:00Z,German sociologist,female,Germany
Category:Functionalism (social theory),http://www.wikidata.org/entity/Q135576,Alfred Radcliffe-Brown,http://www.wikidata.org/entity/Q135576,Q135576,1881-01-17T00:00:00Z,British anthropologist,male,United Kingdom
Category:Functionalism (social theory),http://www.wikidata.org/entity/Q144535,Herbert Spencer,http://www.wikidata.org/entity/Q144535,Q144535,1820-04-27T00:00:00Z,"English philosopher, biologist, sociologist, and prominent classical liberal political theorist (1820-1903)",male,United Kingdom of Great Britain and Ireland
Category:Functionalism (social theory),http://www.wikidata.org/entity/Q184992,Bronisław Malinowski,http://www.wikidata.org/entity/Q184992,Q184992,1884-04-07T00:00:00Z,Polish anthropologist and ethnographer based in England and the USA,male,Austria-Hungary|United Kingdom|United States of America|United Kingdom of Great Britain and Ireland
Category:Functionalism (social theory),http://www.wikidata.org/entity/Q312843,Robert K. Merton,http://www.wikidata.org/entity/Q312843,Q312843,1910-07-04T00:00:00Z,American sociologist,male,United States of America
Category:Functionalism (social theory),http://www.wikidata.org/entity/Q57238,Niklas Luhmann,http://www.wikidata.org/entity/Q57238,Q57238,1927-12-08T00:00:00Z,"German sociologist, administration expert, and social systems theorist",male,Germany
Category:Social choice theory,http://www.wikidata.org/entity/Q20712127,Christian List,http://www.wikidata.org/entity/Q20712127,Q20712127,2000-01-01T00:00:00Z,political scientist,male,NA
Category:Feminist theory,http://www.wikidata.org/entity/Q467333,Elaine Showalter,http://www.wikidata.org/entity/Q467333,Q467333,1941-01-21T00:00:00Z,"American literary critic, feminist, and writer on cultural and social issues",female,United States of America
Category:Feminist theory,http://www.wikidata.org/entity/Q6548193,Lillian Robinson,http://www.wikidata.org/entity/Q6548193,Q6548193,1941-04-18T00:00:00Z,American academic,female,United States of America
Category:Feminist theory,http://www.wikidata.org/entity/Q15500454,Lynne Hanley,http://www.wikidata.org/entity/Q15500454,Q15500454,1943-01-01T00:00:00Z,British writer,female,United Kingdom
Category:Feminist theory,http://www.wikidata.org/entity/Q16729748,Susan Hekman,http://www.wikidata.org/entity/Q16729748,Q16729748,1948-02-28T00:00:00Z,American feminist,female,NA
Category:Feminist theory,http://www.wikidata.org/entity/Q24232706,Ellen Moers,http://www.wikidata.org/entity/Q24232706,Q24232706,1928-01-01T00:00:00Z,American academic and literary scholar,female,NA
Category:Feminist theory,http://www.wikidata.org/entity/Q59401,Jenny d'Héricourt,http://www.wikidata.org/entity/Q59401,Q59401,1809-09-10T00:00:00Z,French writer and feminist activist,female,France
Category:Feminist theorists,http://www.wikidata.org/entity/Q101638,Mary Wollstonecraft,http://www.wikidata.org/entity/Q101638,Q101638,1759-04-27T00:00:00Z,"English writer, philosopher, women's rights advocate (1759–1797)",female,Great Britain
Category:Feminist theorists,http://www.wikidata.org/entity/Q159876,Julia Kristeva,http://www.wikidata.org/entity/Q159876,Q159876,1941-06-24T00:00:00Z,"Bulgarian-French philosopher, psychoanalyst & academic",female,France|Bulgaria
Category:Feminist theorists,http://www.wikidata.org/entity/Q231178,Gloria Steinem,http://www.wikidata.org/entity/Q231178,Q231178,1934-03-25T00:00:00Z,American feminist and journalist,female,United States of America
Category:Feminist theorists,http://www.wikidata.org/entity/Q234604,Betty Friedan,http://www.wikidata.org/entity/Q234604,Q234604,1921-02-04T00:00:00Z,American activist,female,United States of America
Category:Feminist theorists,http://www.wikidata.org/entity/Q234964,Hélène Cixous,http://www.wikidata.org/entity/Q234964,Q234964,1937-06-05T00:00:00Z,French philosopher and writer,female,France|Algeria
Category:Deconstruction,http://www.wikidata.org/entity/Q234964,Hélène Cixous,http://www.wikidata.org/entity/Q234964,Q234964,1937-06-05T00:00:00Z,French philosopher and writer,female,France|Algeria
Category:Feminist theorists,http://www.wikidata.org/entity/Q241398,Andrea Dworkin,http://www.wikidata.org/entity/Q241398,Q241398,1946-09-26T00:00:00Z,American feminist writer,female,United States of America
Category:Feminist theorists,http://www.wikidata.org/entity/Q255463,Camille Paglia,http://www.wikidata.org/entity/Q255463,Q255463,1947-04-02T00:00:00Z,American writer,non-binary,United States of America
Category:Feminist theorists,http://www.wikidata.org/entity/Q270800,Gaston Bachelard,http://www.wikidata.org/entity/Q270800,Q270800,1884-06-27T00:00:00Z,French writer and philosopher,male,France
Category:Architectural theoreticians,http://www.wikidata.org/entity/Q270800,Gaston Bachelard,http://www.wikidata.org/entity/Q270800,Q270800,1884-06-27T00:00:00Z,French writer and philosopher,male,France
Category:Feminist theorists,http://www.wikidata.org/entity/Q463319,Audre Lorde,http://www.wikidata.org/entity/Q463319,Q463319,1934-02-18T00:00:00Z,US-American writer and activist,female,United States of America
Category:Feminist theorists,http://www.wikidata.org/entity/Q468956,Chantal Chawaf,http://www.wikidata.org/entity/Q468956,Q468956,1943-11-15T00:00:00Z,French writer,female,France
Category:Feminist theorists,http://www.wikidata.org/entity/Q1708398,Josephine Donovan,http://www.wikidata.org/entity/Q1708398,Q1708398,1941-12-07T00:00:00Z,American professor,female,United States of America
